	shluc1	shluc2	shY1	shY2
ENSG00000272915	0	0	0	0
ENSG00000272916	10	4	12	12
ENSG00000272917	0	0	0	0
ENSG00000272918	41	30	34	35
ENSG00000272920	0	0	0	0
ENSG00000272921	0	0	0	0
ENSG00000272922	0	0	0	0
ENSG00000272923	16	14	14	17
ENSG00000272927	0	0	0	0
ENSG00000272931	7	2	6	4
ENSG00000272933	36	49	72	65
ENSG00000272934	0	0	0	0
ENSG00000272936	11	22	13	22
ENSG00000272937	0	0	0	0
ENSG00000272940	0	0	0	0
ENSG00000272941	272	313	249	249
ENSG00000272942	0	0	0	0
ENSG00000272944	2	3	7	5
ENSG00000272945	5	7	9	8
ENSG00000272948	5	11	3	14
ENSG00000272950	0	0	1	0
ENSG00000272953	1	2	8	4
ENSG00000272954	4	3	3	3
ENSG00000272958	0	0	0	0
ENSG00000272963	0	0	0	0
ENSG00000272966	0	0	0	1
ENSG00000272967	0	0	0	0
ENSG00000272968	0	0	0	0
ENSG00000272969	3	4	4	3
ENSG00000272970	5	16	3	4
ENSG00000272971	0	0	0	0
ENSG00000272973	1	1	0	1
ENSG00000272975	0	0	0	0
ENSG00000272977	36	37	13	16
ENSG00000272979	2	4	1	2
ENSG00000272980	2	0	0	0
ENSG00000272982	3	4	3	12
ENSG00000272983	3	2	5	2
ENSG00000272984	0	0	0	0
ENSG00000272986	1	0	2	5
ENSG00000272987	0	0	0	0
ENSG00000272988	0	0	0	0
ENSG00000272989	6	1	2	1
ENSG00000272990	2	3	4	3
ENSG00000272991	10	11	8	13
ENSG00000272994	61	60	52	30
ENSG00000272995	1	2	0	0
ENSG00000273001	0	0	0	0
ENSG00000273002	10	10	5	6
ENSG00000273003	0	0	0	0
ENSG00000273004	5	2	0	2
ENSG00000273006	0	0	0	0
ENSG00000273007	3	5	1	4
ENSG00000273008	7	8	12	8
ENSG00000273010	22	30	25	26
ENSG00000273011	0	0	0	0
ENSG00000273012	0	0	0	0
ENSG00000273013	36	41	27	31
ENSG00000273014	38	53	38	49
ENSG00000273015	117	109	70	86
ENSG00000273017	0	0	0	0
ENSG00000273018	0	2	9	4
ENSG00000273024	3	7	5	7
ENSG00000273025	0	0	0	0
ENSG00000273026	2	1	5	3
ENSG00000273027	7	1	0	2
ENSG00000273032	2	9	2	6
ENSG00000273033	30	40	46	39
ENSG00000273035	0	0	0	0
ENSG00000273036	0	0	0	0
ENSG00000273038	59	65	77	69
ENSG00000273041	0	0	0	0
ENSG00000273044	0	0	0	0
ENSG00000273045	4	5	6	3
ENSG00000273046	0	0	0	0
ENSG00000273047	0	0	0	0
ENSG00000273049	0	0	0	0
ENSG00000273051	0	0	0	0
ENSG00000273055	35	22	45	43
ENSG00000273056	0	0	1	3
ENSG00000273058	1	5	4	3
ENSG00000273059	0	1	1	2
ENSG00000273061	1	5	4	2
ENSG00000273062	11	19	25	17
ENSG00000273063	0	5	2	6
ENSG00000273064	1	4	1	3
ENSG00000273066	6	7	3	7
ENSG00000273068	0	0	0	0
ENSG00000273069	0	0	0	1
ENSG00000273073	0	0	3	1
ENSG00000273076	0	2	1	3
ENSG00000273077	0	0	0	0
ENSG00000273079	13	8	2	0
ENSG00000273080	2	9	10	1
ENSG00000273082	0	0	0	0
ENSG00000273084	2	0	1	4
ENSG00000273085	0	0	0	0
ENSG00000273088	0	0	0	0
ENSG00000273090	284	307	328	324
ENSG00000273091	3	0	0	0
ENSG00000273093	0	0	0	0
ENSG00000273096	2	5	1	8
ENSG00000273098	0	0	0	0
ENSG00000273100	0	0	0	0
ENSG00000273102	0	1	0	0
ENSG00000273104	0	0	0	0
ENSG00000273106	1	2	0	1
ENSG00000273107	0	0	0	0
ENSG00000273108	0	1	0	1
ENSG00000273110	0	0	0	0
ENSG00000273111	0	0	0	0
ENSG00000273112	0	0	0	0
ENSG00000273113	0	1	2	0
ENSG00000273115	0	0	0	0
ENSG00000273117	17	16	17	11
ENSG00000273118	0	0	0	0
ENSG00000273119	4	0	1	0
ENSG00000273123	0	0	1	1
ENSG00000273124	0	0	0	0
ENSG00000273125	0	0	0	0
ENSG00000273129	3	0	3	0
ENSG00000273132	23	14	28	40
ENSG00000273133	1	0	0	0
ENSG00000273136	133	172	132	227
ENSG00000273137	80	96	107	80
ENSG00000273138	205	210	217	207
ENSG00000273139	0	0	0	1
ENSG00000273141	3	1	0	2
ENSG00000273142	86	96	127	62
ENSG00000273143	1	1	5	0
ENSG00000273145	9	8	4	5
ENSG00000273148	5	2	4	3
ENSG00000273149	5488	6308	6097	5838
ENSG00000273151	151	177	269	224
ENSG00000273153	0	0	0	0
ENSG00000273154	0	0	0	0
ENSG00000273155	0	0	0	2
ENSG00000273156	6	16	8	11
ENSG00000273160	0	0	1	0
ENSG00000273162	11	15	13	15
ENSG00000273164	0	1	1	1
ENSG00000273165	0	1	0	3
ENSG00000273167	0	0	0	0
ENSG00000273171	0	0	0	0
ENSG00000273172	0	0	0	0
ENSG00000273173	4	2	5	6
ENSG00000273174	2	0	3	4
ENSG00000273175	2	0	1	0
ENSG00000273176	0	0	1	1
ENSG00000273177	0	0	0	0
ENSG00000273179	0	1	0	0
ENSG00000273180	0	0	0	0
ENSG00000273181	0	2	1	0
ENSG00000273183	2	3	0	1
ENSG00000273184	0	0	0	0
ENSG00000273186	2	3	2	6
ENSG00000273188	10	14	7	10
ENSG00000273189	0	1	0	0
ENSG00000273192	84	104	91	109
ENSG00000273196	1	4	9	3
ENSG00000273198	1	0	0	0
ENSG00000273199	6	5	2	5
ENSG00000273203	0	0	1	0
ENSG00000273204	9	9	8	8
ENSG00000273209	0	0	0	0
ENSG00000273210	3	2	1	0
ENSG00000273211	1	1	0	0
ENSG00000273212	197	246	292	238
ENSG00000273213	65	93	62	63
ENSG00000273214	0	0	0	0
ENSG00000273216	3	0	2	2
ENSG00000273217	0	0	0	0
ENSG00000273218	7	4	1	3
ENSG00000273219	5	0	0	0
ENSG00000273221	89	81	106	106
ENSG00000273225	0	0	0	0
ENSG00000273226	13	20	22	18
ENSG00000273228	0	0	0	0
ENSG00000273230	59	51	44	35
ENSG00000273232	0	1	0	0
ENSG00000273233	1	2	1	0
ENSG00000273234	0	0	0	0
ENSG00000273238	3	14	7	12
ENSG00000273240	1	4	2	3
ENSG00000273243	2	3	1	4
ENSG00000273244	0	0	0	0
ENSG00000273245	1	0	0	1
ENSG00000273247	18	15	13	26
ENSG00000273248	1	4	3	2
ENSG00000273249	5	7	6	9
ENSG00000273252	0	0	0	0
ENSG00000273253	95	82	83	73
ENSG00000273254	33	40	32	18
ENSG00000273255	0	0	0	0
ENSG00000273257	0	0	0	0
ENSG00000273258	0	0	0	0
ENSG00000273259	0	0	0	0
ENSG00000273261	40	62	48	55
ENSG00000273262	267	319	283	266
ENSG00000273264	0	0	0	0
ENSG00000273265	2	3	0	2
ENSG00000273267	0	0	0	0
ENSG00000273269	0	0	0	0
ENSG00000273270	52	57	47	37
ENSG00000273271	12	27	11	11
ENSG00000273272	0	0	0	0
ENSG00000273274	14	15	9	6
ENSG00000273275	213	284	246	278
ENSG00000273284	9	7	3	4
ENSG00000273287	0	0	0	0
ENSG00000273289	0	2	2	0
ENSG00000273291	0	0	0	0
ENSG00000273293	0	0	0	0
ENSG00000273294	0	0	0	0
ENSG00000273295	36	19	24	12
ENSG00000273297	0	0	0	0
ENSG00000273299	0	0	0	0
ENSG00000273300	24	18	24	20
ENSG00000273301	1	0	0	0
ENSG00000273302	0	1	5	9
ENSG00000273305	2	9	15	10
ENSG00000273306	5	14	13	25
ENSG00000273308	2	5	2	0
ENSG00000273311	36	29	23	25
ENSG00000273312	0	1	0	0
ENSG00000273313	0	0	0	0
ENSG00000273314	25	14	30	27
ENSG00000273319	0	0	0	1
ENSG00000273320	6	5	5	0
ENSG00000273321	0	0	0	0
ENSG00000273325	0	0	0	0
ENSG00000273327	0	2	0	0
ENSG00000273328	2	0	0	0
ENSG00000273329	65	78	31	38
ENSG00000273330	0	0	0	0
ENSG00000273331	0	0	0	0
ENSG00000273333	0	0	0	0
ENSG00000273335	0	3	2	0
ENSG00000273336	1	0	0	1
ENSG00000273338	6	8	1	7
ENSG00000273340	27	11	7	14
ENSG00000273341	0	0	0	0
ENSG00000273342	0	0	0	1
ENSG00000273343	8	7	18	9
ENSG00000273344	70	112	91	86
ENSG00000273345	3	3	1	2
ENSG00000273348	0	0	0	0
ENSG00000273350	0	3	4	3
ENSG00000273353	2	0	0	1
ENSG00000273355	3	2	2	2
ENSG00000273356	4	3	3	3
ENSG00000273360	0	0	0	0
ENSG00000273361	0	0	1	1
ENSG00000273362	0	0	0	0
ENSG00000273363	2	1	0	0
ENSG00000273365	0	0	0	2
ENSG00000273367	0	0	0	0
ENSG00000273368	0	0	0	0
ENSG00000273369	9	3	9	9
ENSG00000273370	0	0	0	0
ENSG00000273372	0	0	0	0
ENSG00000273373	85	88	72	74
ENSG00000273374	7	0	5	0
ENSG00000273375	0	1	3	0
ENSG00000273377	0	0	0	0
ENSG00000273381	0	0	0	0
ENSG00000273382	69	75	61	56
ENSG00000273384	0	0	0	0
ENSG00000273387	145	140	277	254
ENSG00000273388	0	0	0	0
ENSG00000273391	11	26	3	9
ENSG00000273394	0	0	0	0
ENSG00000273396	1	0	0	0
ENSG00000273398	164	215	228	212
ENSG00000273399	1	6	2	4
ENSG00000273402	1	4	1	2
ENSG00000273403	0	2	0	0
ENSG00000273406	0	0	0	0
ENSG00000273407	0	0	0	0
ENSG00000273408	0	0	0	0
ENSG00000273409	0	0	0	0
ENSG00000273413	0	0	0	0
ENSG00000273415	0	0	0	0
ENSG00000273416	0	0	0	2
ENSG00000273419	31	30	18	4
ENSG00000273420	0	0	0	0
ENSG00000273423	0	2	0	0
ENSG00000273424	1	0	0	0
ENSG00000273428	0	2	0	2
ENSG00000273432	1	0	0	0
ENSG00000273433	0	0	0	0
ENSG00000273434	0	0	0	0
ENSG00000273437	1	0	2	2
ENSG00000273442	0	0	0	0
ENSG00000273443	8	7	7	5
ENSG00000273444	0	0	2	0
ENSG00000273445	0	1	0	0
ENSG00000273447	3	1	19	4
ENSG00000273448	9	10	1	6
ENSG00000273449	3	11	8	10
ENSG00000273450	1	2	0	1
ENSG00000273451	0	0	0	0
ENSG00000273454	1	0	0	0
ENSG00000273455	5	19	16	13
ENSG00000273456	2	2	3	1
ENSG00000273461	0	0	0	0
ENSG00000273464	0	0	0	1
ENSG00000273466	22	32	26	32
ENSG00000273471	0	0	0	0
ENSG00000273472	6	9	8	2
ENSG00000273473	1	0	1	0
ENSG00000273474	1	0	0	1
ENSG00000273476	0	0	0	0
ENSG00000273481	0	0	0	0
ENSG00000273483	0	0	0	0
ENSG00000273484	0	0	0	0
ENSG00000273485	3	1	2	0
ENSG00000273486	13	7	8	1
ENSG00000273487	1	1	1	0
ENSG00000273489	261	276	321	286
ENSG00000273492	3	0	1	0
ENSG00000273493	0	0	0	0
ENSG00000273496	1	0	0	0
ENSG00000273497	0	0	0	0
ENSG00000273499	0	0	0	0
ENSG00000273500	0	0	0	0
ENSG00000273507	0	1	0	0
ENSG00000273509	0	2	0	0
ENSG00000273512	0	0	0	0
ENSG00000273513	0	1	0	0
ENSG00000273514	3	0	0	0
ENSG00000273515	0	0	0	0
ENSG00000273516	0	0	0	0
ENSG00000273520	0	0	0	0
ENSG00000273521	9	8	4	3
ENSG00000273523	1	0	2	0
ENSG00000273524	0	0	0	0
ENSG00000273532	0	0	0	0
ENSG00000273536	0	0	0	0
ENSG00000273537	0	0	0	0
ENSG00000273540	0	0	0	0
ENSG00000273541	0	0	0	0
ENSG00000273542	0	0	1	0
ENSG00000273544	0	0	0	0
ENSG00000273549	0	0	0	0
ENSG00000273550	0	0	0	0
ENSG00000273551	0	0	0	0
ENSG00000273552	0	0	1	0
ENSG00000273553	0	0	0	0
ENSG00000273554	0	0	0	0
ENSG00000273555	1	1	0	0
ENSG00000273557	0	0	0	1
ENSG00000273558	0	0	0	0
ENSG00000273559	317	335	331	321
ENSG00000273565	0	1	0	1
ENSG00000273566	0	0	0	0
ENSG00000273567	0	0	0	0
ENSG00000273568	5	11	5	3
ENSG00000273569	0	0	0	0
ENSG00000273570	0	0	0	0
ENSG00000273571	0	0	0	0
ENSG00000273573	0	0	0	0
ENSG00000273576	8	5	4	3
ENSG00000273580	0	0	0	0
ENSG00000273582	0	0	0	0
ENSG00000273584	1	0	1	0
ENSG00000273586	0	0	0	0
ENSG00000273587	0	0	0	0
ENSG00000273589	0	0	0	0
ENSG00000273590	0	0	0	1
ENSG00000273591	0	0	0	0
ENSG00000273593	0	0	0	0
ENSG00000273595	0	0	0	0
ENSG00000273596	0	0	0	0
ENSG00000273597	0	1	0	0
ENSG00000273598	1	0	1	1
ENSG00000273599	206	237	160	197
ENSG00000273600	0	0	0	0
ENSG00000273604	95	105	87	48
ENSG00000273606	0	0	0	0
ENSG00000273609	0	0	0	0
ENSG00000273610	0	0	0	0
ENSG00000273611	530	668	635	601
ENSG00000273612	0	1	1	0
ENSG00000273613	0	0	0	0
ENSG00000273614	0	0	0	0
ENSG00000273618	0	1	1	2
ENSG00000273619	25	29	29	18
ENSG00000273621	0	0	0	0
ENSG00000273623	15	13	10	20
ENSG00000273627	0	0	0	0
ENSG00000273628	1	3	2	3
ENSG00000273629	0	0	0	0
ENSG00000273634	0	0	0	0
ENSG00000273637	0	0	0	0
ENSG00000273639	0	0	0	0
ENSG00000273640	0	0	0	0
ENSG00000273643	0	0	0	0
ENSG00000273644	0	0	0	0
ENSG00000273648	0	0	0	0
ENSG00000273650	0	0	0	0
ENSG00000273654	7	10	7	7
ENSG00000273657	0	0	0	0
ENSG00000273658	0	0	0	0
ENSG00000273659	0	0	0	0
ENSG00000273664	0	0	0	0
ENSG00000273668	0	0	0	0
ENSG00000273669	1	0	1	2
ENSG00000273674	1	1	0	0
ENSG00000273675	0	0	0	0
ENSG00000273677	0	0	0	0
ENSG00000273679	13	30	18	8
ENSG00000273680	10	6	6	7
ENSG00000273682	4	1	4	0
ENSG00000273687	2	1	2	2
ENSG00000273691	0	0	1	0
ENSG00000273692	0	0	0	0
ENSG00000273693	0	0	0	0
ENSG00000273694	1	3	1	2
ENSG00000273696	0	0	0	0
ENSG00000273698	0	0	0	0
ENSG00000273700	0	0	0	0
ENSG00000273701	0	0	0	0
ENSG00000273702	21	22	16	10
ENSG00000273703	0	0	0	0
ENSG00000273704	0	0	0	0
ENSG00000273706	98	87	392	408
ENSG00000273709	0	0	0	0
ENSG00000273710	0	0	0	0
ENSG00000273711	40	62	57	54
ENSG00000273712	2	0	0	2
ENSG00000273716	0	0	0	0
ENSG00000273717	0	0	0	0
ENSG00000273719	0	0	0	0
ENSG00000273720	0	0	0	0
ENSG00000273721	0	0	0	0
ENSG00000273723	10	10	3	7
ENSG00000273724	0	1	1	2
ENSG00000273725	0	0	0	0
ENSG00000273727	0	0	0	0
ENSG00000273729	70	71	57	59
ENSG00000273730	0	0	0	0
ENSG00000273731	0	0	0	0
ENSG00000273732	0	0	0	0
ENSG00000273733	2	0	0	1
ENSG00000273734	0	0	0	0
ENSG00000273736	0	0	0	0
ENSG00000273739	0	0	0	0
ENSG00000273742	0	0	1	2
ENSG00000273744	0	0	0	0
ENSG00000273745	0	0	0	0
ENSG00000273746	0	0	0	0
ENSG00000273747	272	268	186	203
ENSG00000273748	27	25	33	27
ENSG00000273749	2679	2885	3375	3381
ENSG00000273750	0	0	0	0
ENSG00000273756	0	0	0	0
ENSG00000273758	0	0	0	0
ENSG00000273759	13	5	5	6
ENSG00000273760	0	1	3	6
ENSG00000273762	0	0	0	0
ENSG00000273763	146	168	179	200
ENSG00000273765	1	0	0	1
ENSG00000273767	0	0	0	0
ENSG00000273768	0	0	0	0
ENSG00000273769	3	0	0	0
ENSG00000273771	0	1	0	0
ENSG00000273773	0	0	0	0
ENSG00000273776	39	54	75	63
ENSG00000273777	0	1	0	0
ENSG00000273778	0	0	0	0
ENSG00000273782	0	0	0	0
ENSG00000273783	6	15	1	3
ENSG00000273784	3	1	0	1
ENSG00000273786	1	1	2	3
ENSG00000273788	0	0	0	0
ENSG00000273791	5	1	4	0
ENSG00000273792	3	0	0	0
ENSG00000273796	0	0	2	0
ENSG00000273797	0	0	0	0
ENSG00000273800	0	0	0	0
ENSG00000273802	0	0	0	0
ENSG00000273804	0	0	0	0
ENSG00000273805	0	0	0	0
ENSG00000273806	0	0	0	0
ENSG00000273812	9	14	25	22
ENSG00000273813	0	0	0	0
ENSG00000273816	1	1	0	2
ENSG00000273818	0	0	0	0
ENSG00000273819	0	0	0	0
ENSG00000273820	25	28	24	20
ENSG00000273821	0	0	2	2
ENSG00000273824	0	0	0	0
ENSG00000273825	0	0	0	0
ENSG00000273828	75	78	99	98
ENSG00000273829	0	0	0	0
ENSG00000273830	0	0	0	0
ENSG00000273835	0	0	0	0
ENSG00000273836	0	0	0	0
ENSG00000273837	0	0	0	0
ENSG00000273838	0	0	0	0
ENSG00000273840	0	0	0	0
ENSG00000273841	500	510	591	608
ENSG00000273843	0	0	0	0
ENSG00000273844	0	0	0	0
ENSG00000273846	0	0	0	0
ENSG00000273849	0	0	0	0
ENSG00000273851	0	0	0	0
ENSG00000273853	0	0	0	0
ENSG00000273855	0	0	0	0
ENSG00000273858	0	0	0	0
ENSG00000273860	0	0	0	0
ENSG00000273863	0	0	0	0
ENSG00000273866	0	0	0	1
ENSG00000273870	0	0	0	0
ENSG00000273872	0	0	0	0
ENSG00000273874	0	0	0	0
ENSG00000273876	0	0	0	0
ENSG00000273877	0	0	0	0
ENSG00000273882	0	0	0	0
ENSG00000273885	0	0	0	0
ENSG00000273886	0	0	0	0
ENSG00000273888	9	10	8	12
ENSG00000273890	2	0	0	0
ENSG00000273891	132	145	159	145
ENSG00000273893	14	6	10	10
ENSG00000273894	0	0	0	0
ENSG00000273897	0	0	0	0
ENSG00000273898	0	0	0	0
ENSG00000273899	26	35	29	24
ENSG00000273900	0	0	0	0
ENSG00000273901	1	1	0	2
ENSG00000273904	0	0	0	0
ENSG00000273906	0	0	0	0
ENSG00000273907	0	0	0	0
ENSG00000273908	0	0	0	0
ENSG00000273912	0	0	0	0
ENSG00000273913	0	0	0	0
ENSG00000273919	0	0	0	0
ENSG00000273920	0	2	0	0
ENSG00000273923	0	0	0	0
ENSG00000273925	0	1	0	0
ENSG00000273927	0	0	0	0
ENSG00000273932	0	0	0	0
ENSG00000273933	0	0	0	0
ENSG00000273937	0	0	0	0
ENSG00000273940	0	0	0	0
ENSG00000273942	0	0	0	0
ENSG00000273945	0	0	0	0
ENSG00000273946	0	0	0	0
ENSG00000273948	0	0	0	0
ENSG00000273950	2	0	0	1
ENSG00000273951	0	1	0	1
ENSG00000273956	0	0	0	0
ENSG00000273957	0	0	0	0
ENSG00000273958	0	0	0	0
ENSG00000273961	0	0	0	0
ENSG00000273962	0	0	0	0
ENSG00000273963	0	0	0	0
ENSG00000273964	0	0	0	0
ENSG00000273965	0	0	0	0
ENSG00000273966	0	0	0	0
ENSG00000273971	0	0	0	0
ENSG00000273972	0	0	0	0
ENSG00000273973	1	1	0	2
ENSG00000273974	0	2	2	0
ENSG00000273975	0	0	0	0
ENSG00000273976	0	0	0	0
ENSG00000273978	0	0	0	0
ENSG00000273979	2	1	0	0
ENSG00000273980	0	2	0	1
ENSG00000273981	0	0	0	0
ENSG00000273982	0	0	0	0
ENSG00000273983	7	9	3	3
ENSG00000273986	0	0	0	0
ENSG00000273987	7	4	7	5
ENSG00000273988	0	0	0	0
ENSG00000273989	0	0	0	0
ENSG00000273994	0	0	0	0
ENSG00000273997	0	0	0	0
ENSG00000273998	0	1	1	0
ENSG00000273999	0	0	0	0
ENSG00000274001	0	0	0	0
ENSG00000274002	0	0	0	0
ENSG00000274004	0	0	0	0
ENSG00000274006	0	0	0	0
ENSG00000274008	0	0	0	0
ENSG00000274010	2	0	0	0
ENSG00000274011	0	0	0	0
ENSG00000274012	0	0	0	0
ENSG00000274015	4	2	1	1
ENSG00000274017	0	0	0	0
ENSG00000274019	0	0	0	0
ENSG00000274020	59	80	40	20
ENSG00000274021	51	47	35	37
ENSG00000274022	0	0	0	0
ENSG00000274023	0	0	2	0
ENSG00000274024	3	2	7	4
ENSG00000274025	0	0	0	0
ENSG00000274026	15	13	20	15
ENSG00000274028	0	0	0	0
ENSG00000274029	0	1	0	0
ENSG00000274031	27	34	26	36
ENSG00000274033	0	0	0	0
ENSG00000274034	1	0	0	0
ENSG00000274038	2	0	1	1
ENSG00000274044	0	0	0	0
ENSG00000274046	0	0	0	0
ENSG00000274049	0	0	0	0
ENSG00000274051	4	4	0	1
ENSG00000274052	0	0	0	0
ENSG00000274054	0	0	0	0
ENSG00000274055	0	0	0	0
ENSG00000274056	0	0	0	0
ENSG00000274059	0	0	0	0
ENSG00000274060	0	0	0	0
ENSG00000274062	0	0	0	0
ENSG00000274064	0	0	0	0
ENSG00000274066	0	0	0	0
ENSG00000274067	0	0	0	0
ENSG00000274070	95	145	160	116
ENSG00000274072	0	0	0	0
ENSG00000274075	0	0	0	0
ENSG00000274076	0	0	0	0
ENSG00000274079	0	0	0	0
ENSG00000274080	0	0	0	0
ENSG00000274086	0	0	0	0
ENSG00000274090	0	0	0	0
ENSG00000274091	0	0	0	0
ENSG00000274092	2	5	18	8
ENSG00000274093	1	0	0	0
ENSG00000274097	0	0	0	0
ENSG00000274098	0	0	0	0
ENSG00000274099	0	0	0	0
ENSG00000274102	0	0	0	0
ENSG00000274104	1	2	5	1
ENSG00000274105	1	4	2	0
ENSG00000274111	0	0	0	0
ENSG00000274114	0	0	0	0
ENSG00000274115	0	0	0	0
ENSG00000274116	0	0	0	0
ENSG00000274118	0	0	0	0
ENSG00000274121	0	0	0	0
ENSG00000274124	0	1	2	0
ENSG00000274127	0	0	0	0
ENSG00000274128	0	0	0	3
ENSG00000274133	0	0	0	0
ENSG00000274134	0	0	0	0
ENSG00000274135	0	0	0	1
ENSG00000274139	0	0	0	0
ENSG00000274149	0	0	0	0
ENSG00000274150	0	0	0	0
ENSG00000274154	0	0	0	0
ENSG00000274156	0	0	0	1
ENSG00000274157	0	0	0	0
ENSG00000274159	0	0	0	0
ENSG00000274162	0	0	0	0
ENSG00000274164	0	2	5	2
ENSG00000274167	0	0	0	0
ENSG00000274168	0	0	0	0
ENSG00000274170	0	0	0	0
ENSG00000274172	0	0	0	0
ENSG00000274173	0	0	0	0
ENSG00000274175	0	0	0	0
ENSG00000274177	736	844	853	793
ENSG00000274178	0	0	0	0
ENSG00000274180	45	76	44	41
ENSG00000274181	0	0	0	0
ENSG00000274183	0	0	0	0
ENSG00000274184	0	0	0	0
ENSG00000274186	0	0	0	0
ENSG00000274191	2	2	4	0
ENSG00000274196	0	0	0	0
ENSG00000274197	0	0	0	0
ENSG00000274198	0	0	0	0
ENSG00000274199	0	0	0	0
ENSG00000274202	0	0	0	0
ENSG00000274204	0	1	0	0
ENSG00000274206	0	0	0	0
ENSG00000274209	0	0	0	1
ENSG00000274210	0	0	1	0
ENSG00000274211	438	574	463	433
ENSG00000274212	0	0	0	0
ENSG00000274213	2	2	3	3
ENSG00000274214	0	0	0	0
ENSG00000274215	1	1	0	0
ENSG00000274216	0	0	0	0
ENSG00000274219	0	0	0	0
ENSG00000274220	2	4	5	0
ENSG00000274225	0	0	0	0
ENSG00000274226	0	0	0	0
ENSG00000274227	23	15	13	16
ENSG00000274228	0	0	0	0
ENSG00000274230	0	0	0	0
ENSG00000274231	0	0	0	0
ENSG00000274234	0	0	0	0
ENSG00000274235	0	0	0	0
ENSG00000274238	0	0	0	0
ENSG00000274242	0	0	0	0
ENSG00000274244	0	0	0	0
ENSG00000274248	1	0	1	0
ENSG00000274251	3	1	2	0
ENSG00000274252	0	0	0	0
ENSG00000274253	0	1	0	0
ENSG00000274256	0	0	0	0
ENSG00000274258	0	2	0	0
ENSG00000274259	22	20	16	13
ENSG00000274261	0	0	0	0
ENSG00000274263	0	0	0	0
ENSG00000274265	61	48	32	26
ENSG00000274266	0	0	0	0
ENSG00000274269	0	0	0	0
ENSG00000274270	14	5	7	6
ENSG00000274272	1	0	3	4
ENSG00000274274	0	0	0	0
ENSG00000274275	0	0	0	0
ENSG00000274276	41	78	9	20
ENSG00000274279	0	0	0	0
ENSG00000274280	0	0	0	0
ENSG00000274281	0	0	0	0
ENSG00000274282	0	0	0	0
ENSG00000274284	0	0	0	0
ENSG00000274286	0	0	0	0
ENSG00000274290	3	4	3	2
ENSG00000274292	36	33	39	19
ENSG00000274293	0	0	0	0
ENSG00000274294	1	0	0	0
ENSG00000274295	0	0	0	0
ENSG00000274297	0	0	0	1
ENSG00000274299	0	0	0	0
ENSG00000274300	0	0	0	0
ENSG00000274303	0	0	0	0
ENSG00000274306	0	0	0	0
ENSG00000274308	0	0	0	0
ENSG00000274309	0	0	0	0
ENSG00000274310	0	0	0	0
ENSG00000274312	0	0	0	0
ENSG00000274314	0	0	0	0
ENSG00000274315	1	4	5	3
ENSG00000274316	0	0	0	0
ENSG00000274317	0	0	1	0
ENSG00000274319	0	0	0	0
ENSG00000274321	0	0	0	0
ENSG00000274322	0	1	0	0
ENSG00000274326	0	0	0	0
ENSG00000274328	0	0	0	0
ENSG00000274330	0	0	0	0
ENSG00000274331	0	0	0	0
ENSG00000274333	1	1	4	0
ENSG00000274340	1	8	2	0
ENSG00000274341	1	1	0	0
ENSG00000274342	0	0	0	0
ENSG00000274343	0	0	0	0
ENSG00000274344	0	0	0	0
ENSG00000274346	0	0	0	0
ENSG00000274347	0	0	0	0
ENSG00000274349	39	22	27	19
ENSG00000274350	0	0	0	0
ENSG00000274351	0	0	1	0
ENSG00000274353	0	0	0	0
ENSG00000274354	4	4	5	4
ENSG00000274355	0	0	0	0
ENSG00000274356	5	3	1	3
ENSG00000274357	0	0	0	0
ENSG00000274363	1	0	3	0
ENSG00000274364	0	2	0	0
ENSG00000274365	0	0	0	0
ENSG00000274367	0	0	0	0
ENSG00000274369	0	0	0	0
ENSG00000274370	0	0	0	0
ENSG00000274372	7	10	2	6
ENSG00000274373	0	0	0	0
ENSG00000274374	1	0	0	0
ENSG00000274376	0	0	0	0
ENSG00000274378	0	0	0	0
ENSG00000274379	0	0	0	0
ENSG00000274380	0	0	0	0
ENSG00000274381	0	0	0	0
ENSG00000274383	9	6	14	6
ENSG00000274385	0	0	0	0
ENSG00000274386	18	19	14	13
ENSG00000274387	0	0	0	0
ENSG00000274390	0	0	0	0
ENSG00000274391	0	0	0	0
ENSG00000274396	0	0	0	0
ENSG00000274397	0	0	0	0
ENSG00000274398	0	0	0	0
ENSG00000274400	0	3	0	0
ENSG00000274403	8	12	4	5
ENSG00000274408	0	0	0	0
ENSG00000274409	0	1	0	2
ENSG00000274414	8	11	3	1
ENSG00000274415	0	0	0	0
ENSG00000274417	0	0	0	0
ENSG00000274419	19	33	6	30
ENSG00000274420	0	0	0	0
ENSG00000274421	0	0	0	0
ENSG00000274422	6	5	14	15
ENSG00000274423	6	7	4	4
ENSG00000274424	0	0	0	0
ENSG00000274425	250	288	337	325
ENSG00000274427	2	1	0	0
ENSG00000274428	0	0	0	0
ENSG00000274430	0	0	0	0
ENSG00000274432	0	0	0	0
ENSG00000274441	0	0	0	0
ENSG00000274443	0	0	0	0
ENSG00000274444	5	2	6	4
ENSG00000274445	0	0	0	0
ENSG00000274446	0	0	0	0
ENSG00000274447	0	6	3	3
ENSG00000274450	0	0	0	0
ENSG00000274451	0	0	0	0
ENSG00000274452	0	0	0	0
ENSG00000274455	0	0	0	0
ENSG00000274458	0	0	0	0
ENSG00000274459	0	0	0	0
ENSG00000274460	8	8	7	5
ENSG00000274461	8	3	12	21
ENSG00000274466	0	0	0	0
ENSG00000274467	0	0	0	0
